ts_ms,level,repeat,mem_used_mb,mem_total_mb,load1,proc_count,swap_used_mb,booted
1786856824935,4,1,26476,32768,999.43,4616,30893.19,27
1786856831056,4,1,26430,32768,70.37,4617,30889.88,27
1786856838888,4,1,26395,32768,241.62,4619,30881.25,27
1786856845535,4,1,26380,32768,549.81,4621,30852.81,27
1786856853553,4,1,26351,32768,699.65,4627,30844.50,27
1786856859657,4,1,26337,32768,837.01,4621,30835.06,27
1786856868297,4,1,26297,32768,49.80,4630,30790.00,27
1786856875415,4,1,26317,32768,417.57,4638,30767.19,27
1786856882305,4,1,28961,32768,578.00,4639,30953.94,27
1786856890429,4,1,26483,32768,868.27,4639,30924.94,27
1786856897309,4,1,26390,32768,1004.62,4664,30915.88,27
1786856906245,4,1,26628,32768,321.49,4660,30904.00,27
1786856913830,4,1,25986,32768,510.11,4640,30899.44,27
1786856920878,4,1,25974,32768,0.79,4637,30892.81,27
1786856927549,4,1,25940,32768,344.90,4657,30891.56,27
1786856935780,4,1,25895,32768,789.12,4665,31057.88,27
1786856954327,4,1,26283,32768,272.86,4678,31100.44,27
1786856961708,4,1,26047,32768,591.45,4677,31093.12,27
1786856968309,4,1,26002,32768,723.54,4675,31059.94,27
1786856992440,4,1,26110,32768,587.55,4790,31381.38,27
1786857020127,4,1,26595,32768,61.94,4795,31508.75,27
1786857038119,4,1,26690,32768,640.65,4837,31501.44,27
1786857044552,4,1,26824,32768,813.73,4844,31499.56,27
1786857050758,4,1,27586,32768,89.44,4859,31482.62,27
1786857056593,4,1,26651,32768,332.21,4874,31474.62,27
1786857062563,4,1,29955,32768,538.95,4874,31941.44,27
1786857070653,4,1,27191,32768,853.48,4840,31931.81,27
1786857076324,4,1,27135,32768,959.79,4852,31909.56,27
1786857083032,4,1,27268,32768,73.46,4847,31894.38,27
1786857089491,4,1,26979,32768,305.41,4842,31888.00,27
1786857095528,4,1,26911,32768,705.62,4848,31884.44,27
1786857101407,4,1,26880,32768,874.86,4824,31876.06,27
1786857107371,4,1,26862,32768,3.10,4822,31854.12,27
1786857113449,4,1,26831,32768,230.59,4816,31838.44,27
1786857119620,4,1,25872,32768,449.00,4807,32012.88,27
1786857127564,4,1,26706,32768,637.96,4827,32113.56,27
1786857133336,4,1,26694,32768,632.84,4841,32089.19,27
1786857234266,4,1,27178,32768,679.81,5013,32525.19,27
1786857261462,4,1,27302,32768,950.25,5000,32703.38,27
1786857304250,4,1,30612,32768,669.84,5028,33399.88,27
1786857372165,4,1,27649,32768,482.17,5084,33888.88,27
1786857436133,4,1,27483,32768,741.33,5131,34029.81,27
1786857444945,4,1,24689,32768,958.85,4651,33903.12,25
1786857450933,4,1,22963,32768,1009.39,4378,33861.12,24
1786857455058,4,2,20823,32768,7.54,4104,33824.88,23
1786857461816,4,2,23150,32768,235.29,4337,33803.06,25
1786857488310,4,2,25251,32768,898.58,4612,33789.31,27
1786857581521,4,2,26524,32768,147.41,4777,33770.75,27
1786857605698,4,2,26569,32768,414.33,4832,33834.69,27
1786857637793,4,2,27410,32768,284.97,4994,33913.31,27
1786857657180,4,2,27362,32768,8.63,4991,33862.81,27
1786857708932,4,2,27132,32768,144.65,5044,34407.81,27
1786857751756,4,2,27107,32768,934.43,5162,35577.88,27
1786857783727,4,2,30579,32768,99.83,5192,36377.31,27
1786857804679,4,2,27527,32768,179.34,5199,36180.38,27
1786857840499,4,2,26430,32768,148.39,5157,35847.12,27
1786857854439,4,2,27039,32768,230.96,5182,36254.19,27
1786858010937,4,2,27316,32768,168.26,5170,36183.00,27
1786858059836,4,2,27958,32768,243.20,5227,37070.50,27
1786858090983,4,2,27440,32768,575.87,5200,37041.50,27
1786858131470,4,2,27243,32768,402.26,5188,37465.56,27
1786858155136,4,2,27342,32768,350.94,5161,37355.31,27
1786858176679,4,2,27118,32768,358.16,5153,37254.38,27
1786858183882,4,2,27019,32768,440.63,5188,37228.62,27
1786858190704,4,2,27020,32768,600.67,5185,37199.38,27
1786858197104,4,2,27059,32768,659.15,5187,37184.12,27
1786858203260,4,2,26114,32768,703.34,5196,37050.69,27
1786858217106,4,2,26833,32768,830.50,5170,36988.44,27
1786858223223,4,2,26927,32768,878.99,5168,36961.38,27
1786858228999,4,2,26799,32768,917.11,5201,36914.44,27
