ts_ms,level,repeat,mem_used_mb,mem_total_mb,load1,proc_count,swap_used_mb,booted
1786912079895,10,1,26979,32768,776.21,2416,1072.75,10
1786912098298,10,1,26551,32768,267.26,2408,1064.62,10
1786912115045,10,1,26482,32768,843.61,2395,1057.94,10
1786912133836,10,1,26339,32768,354.99,2412,1044.12,10
1786912160883,10,1,26685,32768,1016.67,2452,1038.44,10
1786912182829,10,1,27057,32768,615.93,2502,1028.00,10
1786912198151,10,1,27424,32768,806.80,2519,1979.06,10
1786912221740,10,1,26254,32768,499.08,2511,1990.69,10
1786912250999,10,1,26758,32768,226.75,2581,2328.44,10
1786912284541,10,1,27255,32768,481.46,2637,3175.06,10
1786912306638,10,1,26870,32768,155.32,2618,3162.12,10
1786912326372,10,1,26453,32768,35.93,2619,3138.38,10
1786912350332,10,1,26430,32768,117.77,2629,3131.81,10
1786912366908,10,1,27232,32768,755.21,2683,3300.69,10
1786912385607,10,1,26948,32768,457.65,2642,3748.88,10
1786912405032,10,1,25632,32768,993.77,2633,3733.19,10
1786912424907,10,1,25933,32768,526.65,2627,3711.19,10
1786912447775,10,1,25709,32768,952.33,2628,3703.88,10
1786912462982,10,1,25624,32768,289.33,2637,3695.00,10
1786912483579,10,1,25732,32768,717.23,2645,3688.12,10
1786912499770,10,1,26364,32768,1020.14,2650,3684.88,10
1786912514732,10,1,25822,32768,183.34,2659,3679.38,10
1786912531664,10,1,25819,32768,580.47,2668,3672.06,10
1786912554860,10,1,25837,32768,910.10,2661,3668.19,10
1786912569795,10,1,25892,32768,991.19,2660,3665.88,10
1786912587837,10,1,25882,32768,331.27,2663,3655.50,10
1786912600515,10,1,25874,32768,563.51,2664,3653.50,10
1786912614659,10,1,25861,32768,687.46,2663,3650.81,10
1786912630704,10,1,25910,32768,883.26,2665,3640.12,10
1786912646900,10,1,25927,32768,988.65,2668,3636.88,10
1786912666158,10,1,25981,32768,216.31,2675,3632.62,10
1786912681392,10,1,26038,32768,457.01,2684,3625.31,10
1786912697658,10,1,26057,32768,634.93,2680,3623.38,10
1786912711519,10,1,26106,32768,780.76,2707,3610.69,10
1786912749075,10,1,26438,32768,999.94,2704,3605.88,10
1786912773093,10,1,27130,32768,186.15,2730,3601.06,10
1786912796261,10,1,26830,32768,625.38,2772,3586.62,10
1786912819077,10,1,26948,32768,884.06,2790,3582.62,10
1786912838780,10,1,26985,32768,990.32,2785,3576.12,10
1786912862900,10,1,27029,32768,279.84,2802,3570.88,10
1786912889778,10,1,27077,32768,667.54,2800,3566.31,10
1786912912336,10,1,27097,32768,811.40,2814,3562.88,10
1786912940761,10,1,27380,32768,986.09,2838,3548.00,10
1786912961010,10,1,27280,32768,212.16,2850,3961.56,10
1786912990540,10,1,27392,32768,674.27,2854,4175.38,10
1786913036294,10,1,27278,32768,163.90,2853,4156.94,10
1786913069314,10,1,27327,32768,745.95,2857,4150.69,10
1786913101116,10,1,27398,32768,5.24,2861,4143.62,10
1786913134430,10,1,27418,32768,682.17,2868,4134.50,10
1786913175019,10,1,27440,32768,994.08,2863,4128.88,10
1786913212193,10,1,27464,32768,557.85,2862,4122.12,10
1786913246157,10,1,27496,32768,920.11,2862,4113.00,10
1786913291273,10,1,27515,32768,448.91,2864,4107.00,10
1786913328077,10,1,27519,32768,826.84,2863,4101.88,10
1786913358739,10,1,27543,32768,123.23,2862,4096.38,10
1786913395996,10,1,27575,32768,671.89,2866,4090.69,10
1786913427721,10,1,27567,32768,967.39,2860,4085.94,10
1786913471785,10,1,27586,32768,529.28,2870,4081.88,10
1786913507400,10,1,27596,32768,940.69,2873,4073.19,9
1786913540075,10,1,25795,32768,284.96,2600,4058.56,8
1786913564582,10,1,22491,32768,580.95,2055,2896.94,7
1786913576254,10,1,20548,32768,610.18,1788,2201.38,5
1786913592724,10,1,17345,32768,611.65,1281,1956.50,3
1786913603745,10,1,12360,32768,607.49,733,1090.38,1
1786913609700,10,1,5960,32768,559.48,184,1072.44,0
1786913610408,10,2,5860,32768,559.48,178,250.06,0
1786913617539,10,2,8484,32768,483.55,370,250.00,3
1786913630391,10,2,12112,32768,483.32,633,249.81,5
1786913645488,10,2,14802,32768,591.65,895,249.19,7
1786913660238,10,2,18018,32768,795.11,1196,249.19,9
1786913685808,10,2,19439,32768,395.09,1500,249.12,10
1786913701766,10,2,19981,32768,895.31,1617,249.12,10
1786913719666,10,2,20613,32768,678.89,1683,249.06,10
1786913730128,10,2,20893,32768,830.41,1728,249.06,10
1786913737526,10,2,21155,32768,992.11,1747,249.06,10
1786913745082,10,2,21379,32768,154.83,1783,249.06,10
1786913755029,10,2,21814,32768,429.90,1833,249.06,10
1786913785530,10,2,22789,32768,264.72,1882,248.94,10
1786913803969,10,2,22781,32768,767.92,1884,248.94,10
1786913817552,10,2,22774,32768,228.99,1879,248.94,10
1786913826009,10,2,22756,32768,567.53,1885,248.94,10
1786913834366,10,2,22738,32768,697.30,1895,248.94,10
1786913840563,10,2,22725,32768,788.88,1894,248.94,10
1786913846897,10,2,22717,32768,908.81,1894,248.94,10
1786913854174,10,2,22720,32768,954.87,1896,248.94,10
1786913860607,10,2,22742,32768,999.47,1899,248.75,10
1786913868381,10,2,22784,32768,3.94,1904,248.69,10
1786913875562,10,2,22790,32768,86.98,1906,248.69,10
1786913881972,10,2,22792,32768,274.27,1905,248.69,10
1786913900647,10,2,22833,32768,642.57,1906,248.69,10
1786913920997,10,2,22847,32768,934.86,1908,248.69,10
1786913936207,10,2,22872,32768,167.50,1913,248.69,10
1786913948787,10,2,22883,32768,412.28,1914,248.69,10
1786913961033,10,2,22888,32768,713.71,1914,248.69,10
1786913973558,10,2,22895,32768,879.00,1915,248.69,10
1786913986017,10,2,22894,32768,58.04,1916,248.69,10
1786913999839,10,2,23064,32768,452.34,1919,248.62,10
